what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1524086461840
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524086485768
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1524086574977
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1524086575066
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524086576642
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524086578262
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524086585436
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524086587831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1524086603466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1524086606032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524089067090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524090351320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524090352815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094703995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094810951
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1524094810975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094818703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1524094820729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094821952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094822129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094833238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094888960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094892001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094892629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094904382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094912902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094916463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094916554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094924272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094924383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094924387
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094925158
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1524094927801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094981486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094983777
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094983828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094994831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524094997582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099099339
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1524099102347
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099102379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099122162
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099486063
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099576617
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099584660
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099585283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099588034
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1524099588058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524099599175
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524099599344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524099599535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524099599722
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524099599919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099604382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099605486
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1524099609755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099609780
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1524099609796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099610080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099612035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099614155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099614322
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099619486
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099619535
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099621173
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099644460
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524099646446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1524099675922
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1524099677437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1524099679671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1524099681637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1524099681973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524099696245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524100105904
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524100135184
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524100145486
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524100146410
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524100151401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524100668703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524100729334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524100729545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1524100729738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1524100730588
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1524100786853
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1524100786901
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524100790931
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1524100795085
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524100797294
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524100891227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524101009251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524101403772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524101403780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1524101407312
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1524101410176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1524101424966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1524101427038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1524101436153
